Id,Prediction
90914,4.001874414195246
56412,4.130451047348374
242366,3.8720113942003898
197770,2.9540691827278653
294469,4.809824772867955
274745,4.211711693590994
177091,4.460760970155585
12154,4.671687014732594
224880,4.3277846156000015
162101,4.1770960885481525
126812,3.878293409939508
86036,3.4844928211388635
108714,4.462210503338671
231451,3.4330949089102694
5616,3.84285009457052
71025,3.007750259770089
117113,4.023082824873091
117182,4.020233583318093
154228,4.383302411638925
298967,3.8682940502104803
288855,3.9184857997058415
193538,4.512698943760626
280531,4.036072426111716
657,3.7236932127045366
131627,4.082597280219368
44601,4.132840168899975
274912,4.3658405616768805
51769,4.566959955707849
68073,4.699373414380915
176823,4.256003652333911
93789,4.547695060680516
145857,4.878839716946295
256072,4.192804479192388
95976,4.4671207640395
9176,4.4945636513461045
180743,4.05014765795849
161984,4.001841865786237
219460,3.7350592107334055
56637,4.671687014732594
233701,4.131692303033495
70079,4.037892072554745
93941,4.0047181733079364
216257,3.640150720768764
245391,3.8887553890655613
236769,4.8110194133557185
256123,4.671687014732594
131204,4.6229573173375575
302007,4.671687014732594
296959,3.99402597163944
85349,3.8536763385750126
262837,3.5239374286281087
291557,3.8608487167245826
58358,4.355436746343026
39450,3.904197628178461
23598,4.6341664549037995
107241,4.8426792213867
34409,4.34018373574284
4204,3.649526601301605
158399,4.383302411638925
15715,3.7525381752502858
275872,3.930670985764922
34627,4.39731675809787
190137,4.376580894437974
26831,4.303973890228725
220784,4.080192047051843
271332,4.109260712344193
30032,3.9536930284583307
288007,3.545555768197251
142214,3.931556427992542
47972,4.20592231895015
101047,3.7738894952327198
232424,3.583102036587482
203955,4.506020219660843
199833,4.221181295933779
73633,4.004941467851204
279145,4.633208008652048
145864,4.008578774583486
118119,3.911048356945236
157790,4.509442177051656
14036,3.645288551229181
287500,3.7894878602077045
78258,3.897517296879511
115806,3.7497090116072807
283643,4.227017319870678
170736,3.4706067560992233
280578,4.070495
22244,4.219861505141082
111053,4.69105953094079
221895,4.860578335030381
75427,4.401576121932935
121371,4.271632092600634
37968,3.837611120390208
2361,4.396169946258328
207267,3.7463219650114175
139980,3.5909796173891797
60288,4.950071223439942
164625,4.446849798418903
188115,3.6642860197705858
277410,3.188014738456971
186918,4.09505599782538
296706,4.070495
135432,4.388080864867838
167130,4.451895022671331
185901,3.7831113897382647
301112,3.771380158584122
73183,4.501104146711178
267018,4.380281179353118
289274,3.499757035230415
236061,3.770401770189005
214194,3.3640445291362404
120005,4.374180392449567
3841,3.977929496220882
76769,4.90412376537291
74404,3.8887553890655613
265608,3.7481091599362775
58914,3.695130402189842
272862,3.048731243318141
295609,3.0695666438957425
85467,4.916124731258391
276540,3.689496807723224
236335,3.606822425897097
7769,4.001337689689411
138390,3.047956546208659
11234,4.444804463594788
110554,4.182865304312485
262448,3.7906036669480967
117474,3.4640776647352483
268493,4.7133624125081655
201710,4.3601774856565445
55379,3.962486232554516
69819,3.541850794210103
243084,3.5547275606543383
138417,4.188431987938893
117121,4.383817698064204
64342,3.9655532400833295
229566,4.411377767993175
87125,4.448912640077291
265379,3.9445972066199104
262234,4.610675663281124
139265,4.664239155575262
89594,4.344527362251365
208285,4.189587563063619
139026,4.3128385750884135
107901,3.438732124500657
26533,4.413640407395708
183766,4.792708876779856
261163,4.600359221618232
254380,3.953411493212377
4491,3.8381983769264747
127079,3.8887553890655613
48772,4.359920903966914
100264,3.436839674665281
106434,3.535655544989777
170309,4.441114675658789
11497,4.148708864504533
21589,4.08135842816424
194342,4.671687014732594
23394,4.035124376791355
64062,3.654075156117797
2356,4.5553175318465
60592,3.038289910391514
114450,4.419677282792533
146915,3.648987323736347
102613,4.26111448064297
242001,4.095019158289318
121148,3.8494333509982823
90246,4.132506450726015
140496,4.591921079760691
256225,3.286078063845986
259014,3.9239447358571957
19410,4.220642889626482
233541,3.8245773418776983
239257,3.985518896804806
77544,3.5495105356498247
59643,4.347149332131261
4655,3.0101700873290804
260945,3.902744699708263
120130,4.102711511935838
194869,3.8887553890655613
137142,4.334951447213133
229083,4.016004573886333
185677,3.5091437389457942
228721,3.5288480756556866
187334,4.187794457164688
128855,4.3458414702410355
301739,3.670337100619883
236968,3.795940701994533
298389,3.844734551785952
204579,3.1393415414504875
285958,3.765300405531166
207012,4.312989153195115
64213,4.2632656529253286
204485,3.7413056553933557
220781,3.9917452940403804
222314,4.372212346105698
193123,4.116097779207618
260900,4.193539844136535
228691,3.7263805687839984
38949,4.041721544423995
91649,4.640727205396817
271594,4.541895385626775
236752,4.151851269568952
44724,4.620892634333333
50647,3.8815941052677507
270991,2.635465716753143
86961,4.013550617659238
222862,4.378358855070425
108210,4.949873254828659
53014,3.2968122022736934
48620,3.5091437389457942
252610,4.2474127365659635
44099,4.578797200700314
152451,4.600359221618232
55515,4.103390811891976
75704,4.5388848674392115
125206,3.9953444870554486
296562,4.530074514762762
254200,4.671687014732594
247664,4.227017319870678
199433,4.273323096901737
159041,4.26660956716491
301488,4.093821107246723
123949,4.32251186930996
55642,3.88115114718091
65791,4.30057258108141
295631,4.380891198393415
125011,4.691841200606575
36475,3.8126491068516053
115719,3.1894756961106556
137509,4.050142379198664
236070,3.594256506628255
146362,2.9719209291929327
254825,4.443302458733705
136572,4.114408455462078
276684,3.495642046330338
209248,4.807387510764562
226321,4.6673204432047
36895,3.944108870850692
89329,3.916577500400794
92603,4.306094785204229
50849,4.520292224532672
256654,4.829024512191628
105489,4.536695555059748
46941,4.534433438846407
227134,3.9016835563459518
243030,4.737754420635702
124671,4.148088390556122
168024,4.196652461880114
113767,4.6762549454364635
221535,4.3319263113626
203983,4.202293716753291
3152,3.90453813940043
266465,4.710698643606127
229948,4.791046277597946
142887,3.645915822715642
146193,4.3008882360790395
18753,4.3960214119753385
255462,3.479910277225647
119241,4.138758113388842
17769,3.9029819329376867
56946,4.54161586225298
57758,3.963917015790047
162610,3.9172613166658143
231672,3.7503639931250223
302179,3.683591357725369
165575,4.353830444590619
191347,4.186045832967157
90363,3.8962417928066895
10674,4.289504645121026
36681,3.9183113451357485
159593,4.503617128139967
150464,4.698595299657029
231280,4.452577296462741
241215,4.870952929661629
138184,3.6285211045521684
17964,3.9933242191755913
234822,3.6015378033243963
69927,4.142337210291453
143034,4.182865304312485
199702,4.199562467085305
105948,3.6941224183635537
216514,4.127811874511116
252634,4.499525769871129
281826,4.305810380796914
36577,4.0652439117636945
286398,2.967438151128827
97622,3.684086350968868
235242,3.8808616325558978
269478,4.130377888611755
199065,4.122963588392226
268415,4.228911330532555
32912,4.473502067017977
164217,3.972224917439235
253301,3.830391293645247
166133,4.344822921173598
256393,3.735238497163936
218743,4.472884756221316
283668,4.172523334041352
19696,3.5509392358802363
100362,4.54091473915575
40797,4.097482780852193
77619,3.8515385007353786
184962,3.905662925617846
206056,4.21863166760632
106196,4.012304228716412
193752,4.683704954745176
193619,4.232878725290821
206882,3.9801082765271754
164592,4.251506916344929
251225,3.9249134056768105
176024,4.434696346118022
206799,3.5645600106477016
30446,3.9655532400833295
106019,3.610371563734774
293729,2.887153894304017
129055,4.267000862259818
207782,4.4752697831952775
203111,3.977400574744
17967,3.9189064612390383
295147,4.240389935684937
119109,2.8017929394607384
53774,4.334306806368456
70944,3.0407338237638255
145445,4.638492116744214
202320,3.4900000232120547
255153,4.6117766937289835
101183,3.545555768197251
292884,4.011636480454061
151578,4.835966648647561
108612,3.859965969982052
189106,4.018206135928523
89875,4.239246981752151
159317,3.9189960002723847
37751,3.857342782450138
293394,4.093511513956327
80615,3.71843049803293
166943,4.112316420026206
26930,3.9981272683457756
175553,3.800230077728192
112785,4.21347620418148
13752,4.449785602988739
198012,3.7957872486614663
212468,4.303430502720383
56941,3.5719932853095253
291829,3.829216365677496
108879,4.227017319870678
125624,4.231080228146732
94657,5
166723,4.070495
107627,4.485519402982479
210469,3.9807972558889886
16608,4.504280400816098
62289,4.8130511134710385
74663,4.618296785428618
262925,4.424979526724145
56913,4.568352379044116
125811,4.164470547200429
230848,3.787937971697821
262518,3.9254818218630714
199203,3.8674438463382534
174526,3.9697603039264124
61289,4.583858288821088
282459,4.538497492938195
181847,3.90453813940043
247027,3.6328553478909016
276050,4.481961144241503
53677,4.514689033818644
34289,3.5275515286535057
189897,4.103657031612883
129756,4.1599155933987975
242792,4.476921647495146
183588,4.547555175711102
166912,4.070495
161934,3.0407338237638255
4456,3.843067854477801
125541,3.711291030059897
188413,4.232175381267203
165812,4.120649983314876
191770,3.8327095259145403
54977,3.8577931101286014
105736,4.018753342948093
59803,3.9264260146944423
21216,4.761133388232555
99188,4.294871366012083
129064,4.270151270855915
301730,3.0407338237638255
252114,4.671687014732594
202104,3.286078063845986
7250,4.137047843594349
169404,4.479152115120749
203323,4.010679206379276
120459,4.821473911002788
112090,4.2423060639358905
173111,4.478346583380305
6257,4.0432480992054005
63060,3.510573994791659
298610,4.670379213623814
40463,4.156522909150598
159778,4.442917227456518
38282,4.353289512523512
259592,4.039660427651031
2761,4.260897190437712
203378,4.282311080718228
271553,4.292531172011876
265752,4.321570002423629
60295,3.941042251766115
74129,4.5654865545559025
65047,3.8111034607318057
205802,4.808327631109212
76634,4.173812822411737
291228,4.483396403720553
90213,3.9770127961761816
110873,4.016324746055187
72701,3.6137743362655317
51186,4.7364792373984175
112804,4.38518557566106
6348,3.6604988284920736
112968,4.394758291047778
177629,3.7564126727172447
201898,3.8417089212096154
217616,4.531465265215066
99256,3.9223748270222565
58448,3.0407338237638255
298560,4.285158505889106
158019,3.8736457724290325
279645,3.8043304706951915
280423,3.945984272917377
93025,4.575605055196836
282980,4.258374195708965
10744,4.198046923103564
81670,4.693292548878673
24861,3.4920834683403963
69992,4.896659054529302
156171,4.066881384041791
33882,3.855493416307607
94939,3.3344117772153155
217056,4.488152417971744
30495,4.472180277407219
161659,3.934807578219888
240756,4.58031495398511
299939,4.153776167928855
197206,4.051067643141288
164946,4.242610346399888
56387,4.50407756676716
25745,4.107367227750923
25597,3.7572270619306085
3967,4.84939482491788
109583,4.671334037503915
190203,3.3658295236301727
291649,4.8108949645991075
39139,3.9838676494288388
165662,3.6596820460967154
181229,4.339429179867687
112635,4.305872707370314
270218,4.205859792339945
195648,4.112953444332628
252835,3.6815289193419063
151966,3.8033842278282237
272950,3.9745097988377327
293919,4.588208100409935
3886,4.113333091090368
112511,4.015062694757471
262111,4.708864407716707
87771,4.504144010630976
209984,4.587806620912751
131026,4.452265945884317
239988,4.539951587047911
229564,4.4516838197035025
219048,4.756211290345086
97808,3.8864822762549895
299163,4.060488995530805
187520,4.6650550225548155
92333,4.151285009985848
177683,3.8257248446529473
46820,3.8792423782952055
92151,4.070495
130854,4.846276907108398
258307,4.280299549489415
186967,4.0487065800325635
232989,4.457836778331318
302138,4.514689033818644
170621,2.953927113971822
243168,3.6462954364493565
111111,4.555178248849521
145293,4.777467820722392
76478,4.400367765231921
35813,4.353973056812736
263901,4.766986739998096
83824,4.171348054908716
1728,4.426286058440019
159005,3.0407338237638255
58153,4.689745947841528
53090,4.011169198613247
61739,3.6812950274812346
126011,4.0629422653305385
39170,3.8887553890655613
160429,3.7441835597620012
3766,4.262718513656042
9778,3.7671290417597243
204921,4.31578511557076
238473,3.595291068884939
136450,4.410863383126124
250888,4.199562467085305
155764,3.72743993646842
228905,3.9208497408609326
55896,4.116097779207618
169113,3.4975424130038455
163938,3.9113541024903027
10440,4.1850456346970795
235277,3.903126502601498
47110,3.8500367372542845
110137,3.8127933034297588
104803,4.25772557324439
191921,4.423082053363986
235312,4.165922740422604
14484,4.305872707370314
166343,4.235108252035223
48538,4.189770357597009
252128,4.087472309532436
272993,4.66794031117752
88692,3.432053404505983
31342,3.8326831038659033
10376,3.6487152502721028
256906,4.671687014732594
110650,4.421385121809194
130792,4.1706635643897165
5456,3.228615846572019
99342,3.816867417963553
64869,4.870952929661629
57939,4.501750276555504
38794,3.9559013580589806
146571,4.231036102448425
90361,4.160999178865109
226597,4.391946969344861
147447,4.414993921318088
196494,3.7463303905448955
259651,3.9901850879642096
283074,3.397192665707655
131225,3.9419346105817756
243961,4.3260536470830955
110673,3.8130402538561037
50129,4.462210503338671
162084,4.258663204685515
281954,3.761723496920013
133117,4.321256983193779
181198,4.124508137731086
262710,4.821473911002788
39407,4.335686443383917
47963,4.093511513956327
166132,3.9761895255288895
241595,3.4173356978582765
76484,3.995074174375488
121736,4.090003927917945
18592,3.9597493077472303
218288,4.5476181909648155
129933,4.478279889863389
168590,4.039372895027619
241738,4.3572853761580745
161473,3.7415074930207375
278572,4.809824772867955
56729,3.9576815584394676
126940,4.667204777731634
5628,3.608706305148192
235227,4.041125723971019
134085,3.448107026567585
207995,4.537790187129608
294129,3.242269847522613
145650,4.356774763053039
53656,3.8505835110026427
268386,4.005511671905548
47839,3.5731087242221404
250256,3.817507628402019
68382,3.6516332368754516
286304,4.57359817319881
117691,3.855493416307607
162056,3.92972152340956
288681,3.80074918052288
301225,4.197547365828444
104396,4.3436571667795105
149776,4.118361083064833
1806,3.767640826839001
193556,3.94221083455114
43082,4.1277518118482845
129007,3.6469368535374636
298955,3.6288836563220794
68449,3.820390486212292
195456,3.818007041853102
60422,3.904283368632589
91426,4.22825031783007
125285,4.846276907108398
90121,4.260682638648958
82105,3.392733285492567
48469,4.262799540446425
113639,4.425979652185307
87898,4.484551173053866
266038,4.871658516779998
157054,4.237621806884976
40129,3.8885216720063696
18080,4.053377905064263
227580,3.744824318015598
112867,3.7575209853209666
77714,3.816649621171089
94851,4.244598292411811
121703,3.5232316666960086
133139,3.7525837443073944
277690,3.912784001361061
199927,3.610284532469426
147770,4.136157212898377
76042,3.144832662028693
294845,4.239075717927079
244471,3.9649940539668793
271306,4.229145692213509
167570,3.9349626126091057
33288,3.7960088794277165
124190,3.8142623937788955
112615,4.766570017428852
9986,4.6650550225548155
80276,3.922649516874943
82022,3.7596175663992786
4669,3.820732524054028
138593,4.480919981158414
100296,4.766769381491924
175388,3.9803763682145727
269769,4.729458004908631
131937,4.038598791547704
231493,3.7578086513409117
169569,4.713556333497691
61317,4.55457988770448
98284,4.016320917649305
238399,4.456856630573816
122696,4.385506672935709
30296,4.349709787397286
137940,3.850743437916488
248231,3.7055405794478244
242600,4.140418217270251
17772,4.2482810477966035
259865,3.7315979820537235
27832,4.5559953098675265
176815,3.5070295506392157
127135,4.131785679790304
185145,4.2024680356774144
56321,4.070495
33061,3.4330949089102694
19851,4.671687014732594
250961,3.9128079975056043
97228,3.693938156674437
153636,4.365019429861461
124396,4.104937267516928
284647,4.306878901041628
116150,4.1962639979103065
201249,3.7797333473307972
50969,3.8887553890655613
280192,3.970429744949482
71148,3.763590895172398
272022,4.11966394990244
165996,4.5073635675749175
12822,3.838406480510247
116361,3.868927935279535
96887,4.583135523248208
147358,4.11917244526325
272719,4.184690618354413
31491,3.607378242016273
181250,4.4325290824117864
41447,3.806302427420622
4831,3.8769205691209234
266363,3.8167566564633097
160996,3.916429871782973
37175,3.7100968753923937
103283,3.9405579466676883
190236,3.952174159525897
295538,3.9349626126091057
156506,4.276860082807991
231945,4.2894305693928425
287978,4.171602348557858
28324,4.064185702556336
22827,4.35407656490662
56998,4.112990513437554
30964,3.0407338237638255
142763,3.9662737327099227
104364,4.648329154151398
287408,3.0407338237638255
164437,2.980923376076559
187405,4.3995298949754
92799,4.279629980422894
150325,3.610284532469426
149372,4.32694267737887
112530,4.286475863006324
49147,3.5679621429544444
172017,4.408594833570581
279785,3.8887553890655613
245235,4.888316732938089
82464,4.677554035896157
90441,4.496717485447759
249366,4.327156109007415
15233,4.292915917942141
80167,3.9035809899033067
296387,3.8184320880966456
72365,4.132947996720267
147342,3.8932415142667147
274742,4.626869450324288
57683,4.246152822271961
65782,4.815992329510131
137062,3.6793607900448295
38514,4.206247964951063
191468,4.211897296317537
97534,3.8390573300116215
254027,4.671687014732594
222876,4.212888987543454
195180,3.7976948242856863
109541,4.833181117889603
240910,4.295414765236956
137163,3.5487328676967937
253338,3.8719090991191387
1252,4.182472114149139
43974,4.425833238044493
57984,3.3271416885060328
239535,3.9876127666812504
132559,4.138034474361603
215159,2.8017929394607384
31096,3.95087225402033
284414,4.070495
230876,4.758493596761737
89454,4.208398953937712
202456,3.855805474706298
103368,4.29082486692623
259923,4.265237840210078
24187,4.10230197407905
88978,3.9739300298884843
232592,4.4849335638554155
56717,4.045264533996245
186345,5
244581,3.788508780124204
212738,4.787296444455002
101767,4.001904186091384
211104,4.374204254927978
163643,3.9893656757123703
16662,4.1757431683227155
278880,4.315667294397018
70307,3.3676752105252836
145330,4.005093507867196
10877,3.7325069298878257
280362,4.159718183385553
78515,3.983098919484626
104805,4.648329154151398
236392,3.990073059954202
54336,4.592305139129373
96621,3.990073059954202
28962,4.324333644629693
270599,4.031488409423466
169254,4.600359221618232
71130,4.496847127946572
241848,4.7492935105172975
68757,4.7364792373984175
188515,3.8451068248804114
221965,3.686092256034539
142061,4.220991247242144
33387,4.032526763065576
290066,3.5735420330464827
29317,4.535736261668705
87674,4.152978295671534
68894,4.061860759237311
70087,3.8281398313221535
32344,4.700792145947867
237649,3.9974429724107523
26636,4.292329796957799
129949,4.180686293088749
71058,4.28363999197643
204527,4.199562467085305
89417,4.565347692989967
256794,4.2455557641074035
102952,4.167753242151084
288723,2.944026661809814
108300,3.835102376452297
87241,3.741999731112263
212938,3.8275949011486228
197304,4.101166016777315
44081,2.2043497887994334
154783,4.809824772867955
80188,4.167048489622443
153506,3.954279727663675
92262,4.2048616135448444
153214,3.047956546208659
34531,4.176991435555037
235288,4.236878166835765
104920,4.460339675626263
89143,4.598128302133019
194668,4.282106743150231
177853,4.0414753746263825
128371,4.505017586499168
298311,4.144017106138888
152166,4.671687014732594
20273,4.6699835577912046
236153,4.055442004502629
283890,3.942998622975476
66957,4.134125406449513
36223,3.5443537050031813
292118,4.004118129524871
147186,4.718871282522134
159786,4.1004283126439995
197856,3.1982653337443927
293928,4.340496293058119
88745,3.450976543409123
44663,4.369204700441031
223698,4.206577172790297
143050,4.427197865068337
18211,3.9844908213609376
245768,3.31768883596595
277654,4.088362191785919
239695,3.8887553890655613
240374,3.9814351867420807
168128,4.257770515906024
44116,4.321965250707971
165469,4.001337689689411
157661,2.850548421335737
147418,4.578723808837892
40150,3.9517151456319306
162152,3.741889010859579
127972,4.200172651679803
20124,4.629064485892006
164483,3.986910381566965
111577,4.033166780064309
233448,4.03079571561378
11065,3.978311310240909
242037,4.1551834059398045
79330,4.030789859469017
91061,4.9699742657347885
133805,3.0695666438957425
71485,4.622952142302702
194166,4.227017319870678
76571,4.6495024914418375
68596,4.220483686444061
53730,4.7846941119647015
186301,4.757143518384546
19079,4.115413560130143
79052,4.38374273254197
63145,3.9433637087067384
149332,4.004707433087536
158653,4.435800699873093
269735,4.0407384861266085
69075,4.816282102049576
92369,3.9916875709267434
81915,4.0394935575224835
264577,3.5802881200049312
178965,4.754656166397511
15459,3.8000479006085253
444,3.944884439975976
9951,3.874601138467644
137253,3.732947806333954
106404,4.193226772852998
122708,4.667448552454569
92391,3.7677475738965556
234672,3.8611573059956656
216047,4.150765090426449
52220,3.579780915366613
154707,4.607213565349509
254507,4.3581479054384245
62874,4.846276907108398
83194,3.821089687471125
195309,4.706536597702751
119256,3.484971928497687
212816,3.790056201399173
245176,4.119359338662791
45861,3.8813889112927082
74496,4.8604783968085234
88014,4.661874941599742
22923,4.147604928524384
233523,4.093246615992042
180858,4.283250553128511
115849,4.6673204432047
66323,3.9121257385231893
69145,3.6236587330468435
214277,4.4492995695686055
298652,4.234963192151536
188731,3.7582748832344235
47190,3.9303836100973033
178350,4.19057770065849
24002,4.070495
50807,3.857694957170891
129047,3.8228633567904002
108313,4.417737129399129
24805,4.758798387009945
91447,2.5718760123930537
301353,3.8566102021003132
84811,3.6519391646017
249232,4.000888066406411
238593,3.8887553890655613
3409,3.4148945404155273
289154,4.159825925138444
267630,4.489360443661231
49200,4.110300538445702
98416,3.2658325918488127
92179,4.307353837636859
135932,3.820390486212292
70780,4.404211806242378
276134,4.044510329590939
101127,4.454363593942922
115381,4.070495
263959,4.070495
44362,4.5652770534624825
203582,3.6022621348585373
121486,4.707629081252069
132287,4.494906095449668
69044,3.7488317041670705
290273,3.7415074930207375
111898,4.7310230810434435
234096,4.671687014732594
119539,4.173726852204365
87973,4.25929000491601
188410,3.9432811917029595
270272,4.212937090071382
13966,3.690757095340534
86999,3.814136746033179
241218,4.155545475618102
210069,4.043818488145239
117111,3.77307918494837
293278,4.20687865870809
59082,4.878839716946295
91853,4.646230299062447
268136,3.27823172003894
140180,4.553618729117712
147307,4.383302411638925
16545,3.875893958278778
268359,3.0407338237638255
272548,3.5235108664049433
273840,3.754945137198876
68082,4.809824772867955
10498,4.062612521405724
285684,4.6650550225548155
24557,4.0940814806560235
197866,4.4396047731586075
183755,3.7738894952327198
302078,3.0407338237638255
275623,4.492585400629356
184377,4.235108252035223
148254,4.557251449647502
151822,4.642032107883398
297540,4.663445463082009
52043,3.1425362367612166
202836,4.239449050091307
146005,4.319139385403714
61508,3.7466174167530664
42950,4.492872404669572
258993,3.640282030320886
179269,3.6487152502721028
110810,3.529859119320179
253760,4.445748149548682
218602,4.552615020667208
148076,3.90453813940043
228294,3.8115490452756386
181481,3.629737420941158
96894,4.81350568991933
99133,4.219517531177706
291547,4.2152954070117215
162725,4.244723855669546
273769,4.190350975397478
245189,3.8561928461072656
271977,3.881740864837525
64276,4.848404137306303
192139,3.705716391847851
206327,4.196678733027611
195810,4.318587183211424
118091,3.23170587250795
2188,3.6971578358032957
264326,4.777397645790749
120624,3.84195506675323
263451,3.6713469736838515
220788,4.179932628263984
232326,3.5972741074415957
110036,3.820390486212292
97050,3.829588877959881
173389,3.8816560235092377
138868,3.887811577933097
31603,4.732514434302785
243720,4.070241301202196
163249,4.671687014732594
277709,4.189387118753423
250937,3.9680899546887685
54902,3.992123224534161
200854,3.90864554037451
198953,4.474140073433494
250268,4.285183018670478
58565,4.812020565405113
103910,4.426352553323572
283750,4.404388202197538
62172,3.0407338237638255
115899,4.398262300333101
97626,4.463353878500665
26182,3.5672457029024005
92465,4.386008383241713
131040,4.4347049987431095
15532,4.504291342559432
256935,3.6803673231133116
265920,4.443875499781818
222965,3.810469981609617
49815,4.4764663810436005
271889,4.19763950703154
132593,4.599380846747263
203855,4.143497779945254
120087,3.830148885288302
214266,4.14414018553045
149732,4.60452072642041
119074,3.0830509492200933
23773,4.044295597875012
55801,4.116612400827429
251191,4.243831437876601
216526,3.819513078038951
150678,3.90453813940043
165600,4.454632316599384
220381,4.552323053895407
168948,3.9836807768924665
